categoria,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto
Scarpini Sportivi Under Armour,UNDER ARMOUR,DYNAMIC 2 - Scarpe da allenamento - ether blue,"100,00","100,00",https://www.zalando.it/under-armour-dynamic-scarpe-da-allenamento-ether-blue-un242a0np-k12.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO PRO 4 - Scarpe da calcetto con tacchetti - ares red/stream,"83,99","139,99",https://www.zalando.it/under-armour-magnetico-pro-4-fg-scarpe-da-calcetto-con-tacchetti-ares-redstream-un242a0ml-g11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,VELOCITI 4 - Scarpe da corsa su strada - halo gray,"130,00","130,00",https://www.zalando.it/under-armour-scarpe-da-corsa-su-strada-halo-gray-un242a0o5-c12.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - electric blue/anthracite/stream,"159,99","159,99",https://www.zalando.it/under-armour-infinite-elite-2-scarpe-running-neutre-electric-blueanthracitestream-un242a0n9-k11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - white,"160,00","160,00",https://www.zalando.it/under-armour-infinite-elite-scarpe-da-corsa-su-strada-white-un242a0n9-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKER V - Ciabatte da mare - academy,"25,00","25,00",https://www.zalando.it/under-armour-ciabatte-da-mare-academy-un212g004-k11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da camminata - silica green,"130,00","130,00",https://www.zalando.it/under-armour-scarpe-da-camminata-silica-green-un242a0ou-m11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO SELECT 4 FG - Scarpe da calcetto con tacchetti - ares red/ares red/stream,"51,99","79,99",https://www.zalando.it/under-armour-magnetico-select-4-fg-scarpe-da-calcetto-con-tacchetti-ares-redares-redstream-un242a0mr-g11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,VALSETZ MID - Stivali da neve  - black,"140,00","140,00",https://www.zalando.it/under-armour-protection-charged-valsetz-mid-stivali-da-neve-black-un242c00f-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,UA SPAWN - Scarpe da basket - wht/black/mgo,"85,00","110,00",https://www.zalando.it/under-armour-unisex-scarpe-da-basket-weiss-grau-un244a01w-a12.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da camminata - black,"130,00","130,00",https://www.zalando.it/under-armour-scarpe-da-camminata-black-un242a0ou-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 LOW - Scarpe da basket - red,"75,00","75,00",https://www.zalando.it/under-armour-scarpe-da-basket-red-600-un244a034-g11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,TECHNICAL PERFORMA HOVR SONIC - Scarpe da corsa su strada - black,"146,00","146,00",https://www.zalando.it/under-armour-technical-performa-hovr-sonic-scarpe-da-corsa-stabili-black-un242a0ko-q14.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKER V - Ciabatte da mare - gray dawn,"29,00","29,00",https://www.zalando.it/under-armour-locker-ciabatte-da-mare-gray-dawn-un212g004-c12.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED PURSUIT 4 - Scarpe da corsa su strada - red,"70,00","70,00",https://www.zalando.it/under-armour-scarpe-da-corsa-su-strada-red-un242a0os-g11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED ROGUE 5 - Scarpe da corsa su strada - black,"85,00","85,00",https://www.zalando.it/under-armour-scarpe-da-corsa-su-strada-black-un242a0ov-q12.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO RUN ANYWHERE - Scarpe da corsa su strada - black,"90,97","130,00",https://www.zalando.it/under-armour-scarpe-running-neutre-black-un242a0nf-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CLONE MAGNETICO PRO3.0 FG - Scarpe da calcetto con tacchetti - white,"109,17","129,95",https://www.zalando.it/under-armour-clone-magnetico-pro30-fg-scarpe-da-calcetto-con-tacchetti-white-un242a0ls-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,VELOCITI 4 SE - Scarpe da corsa su strada - white/hyper green,"129,99","129,99",https://www.zalando.it/under-armour-velociti-4-se-scarpe-da-corsa-su-strada-whitehyper-green-un242a0mh-a12.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da corsa su strada - phoenix fire-high-vis yellow-black,"160,00","160,00",https://www.zalando.it/under-armour-scarpe-running-neutre-phoenix-fire-high-vis-yellow-black-un242a0kf-h11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,SLIPSPEED MEGA FADE - Scarpe da corsa su strada - black,"150,00","150,00",https://www.zalando.it/under-armour-technical-performa-slipspeed-mega-fade-scarpe-da-allenamento-black-un215p004-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,REIGN LIFTER UNISEX - Scarpe da allenamento - black/white,"199,99","199,99",https://www.zalando.it/under-armour-reign-lifter-unisex-scarpe-da-allenamento-blackwhite-un244a02f-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED PURSUIT 4 - Scarpe da corsa su strada - castlerock/anthracite/blaze orange,"69,99","69,99",https://www.zalando.it/under-armour-ua-charged-pursuit-4-scarpe-da-corsa-su-strada-castlerockanthraciteblaze-orange-un242a0nb-c11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,PHANTOM FORE - Scarpe da golf - mod gray,"140,00","140,00",https://www.zalando.it/under-armour-scarponi-da-trekking-mod-gray-un212p002-c11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,FLOW FUTR X ELITE UAA - Scarpe da basket - black,"150,00","150,00",https://www.zalando.it/under-armour-sneakers-basse-black-un244a03k-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED SPEED SWIFT - Scarpe da allenamento - blk noir,"98,00","98,00",https://www.zalando.it/under-armour-sneakers-basse-blk-noir-un244a03e-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,PHANTOM FORE - Scarpe da golf - white/halo gray,"139,99","139,99",https://www.zalando.it/under-armour-phantom-fore-scarpe-da-golf-whitehalo-gray-un242a0nn-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED ROGUE - Scarpe da camminata - bianco,"85,00","85,00",https://www.zalando.it/under-armour-sneakers-basse-bianco-un242a0pb-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,SONIC 7 - Scarpe da camminata - black,"120,00","120,00",https://www.zalando.it/under-armour-scarpe-da-camminata-black-un242a0oq-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da corsa su strada - white/electric blue/anthracite,"129,99","129,99",https://www.zalando.it/under-armour-infinite-pro-2-scarpe-running-neutre-whiteelectric-blueanthracite-un242a0nd-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,DYNAMIC 2 - Scarpe da allenamento - silica green,"99,99","99,99",https://www.zalando.it/under-armour-dynamic-2-scarpe-da-allenamento-silica-green-un242a0np-m11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,SPEEDFORM GEMINI - Scarpe da corsa su strada - black,"130,00","130,00",https://www.zalando.it/under-armour-sneakers-basse-black-un244a03b-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,SONIC 7 - Scarpe da camminata - white,"120,00","120,00",https://www.zalando.it/under-armour-scarpe-da-camminata-white-un242a0oq-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - halo gray,"160,00","160,00",https://www.zalando.it/under-armour-infinite-elite-2-scarpe-da-corsa-su-strada-halo-gray-un242a0n9-c11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED PURSUIT 4 - Scarpe da corsa su strada - black,"69,99","69,99",https://www.zalando.it/under-armour-charged-pursuit-4-scarpe-da-corsa-su-strada-black-un242a0nb-q12.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - black,"160,00","160,00",https://www.zalando.it/under-armour-infinite-elite-scarpe-da-corsa-su-strada-black-un242a0n9-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da trail running - white,"250,00","250,00",https://www.zalando.it/under-armour-scarpe-da-trail-running-white-un242a0pm-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED ROGUE 5 - Scarpe da corsa su strada - black/white,"84,99","84,99",https://www.zalando.it/under-armour-charged-rogue-5-scarpe-da-corsa-su-strada-blackwhite-un242a0ne-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,FLOW FUTR X - Scarpe da basket - white,"96,00","120,00",https://www.zalando.it/under-armour-sneakers-basse-white-un215o004-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,VALSETZ - Scarpa da hiking - black,"145,00","145,00",https://www.zalando.it/under-armour-scarpa-da-hiking-black-un242a0mz-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BREEZE 2 - Scarpe da corsa su strada - black jet gray white,"80,06","89,95",https://www.zalando.it/under-armour-scarpe-running-neutre-black-jet-gray-white-un242a0l8-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,SHADOW ELITE - Scarpe da calcetto con tacchetti - black/ares red/metallic gun metal,"229,95","229,95",https://www.zalando.it/under-armour-shadow-elite-3-fg-scarpe-da-calcetto-con-tacchetti-blackares-redmetallic-gun-metal-un242a0na-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO 2 - Scarpe da camminata - white,"130,00","130,00",https://www.zalando.it/under-armour-scarpe-da-camminata-white-un242a0ou-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CLONE MAGNETICO PRO3.0 FG - Scarpe da calcetto con tacchetti - black,"109,17","129,95",https://www.zalando.it/under-armour-clone-magnetico-pro30-fg-scarpe-da-calcetto-con-tacchetti-black-un242a0ls-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE ELITE 2 - Scarpe da corsa su strada - ares red/castlerock/black,"159,99","159,99",https://www.zalando.it/under-armour-infinite-elite-2-scarpe-da-corsa-su-strada-ares-redcastlerockblack-un242a0n9-g11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO ELITE 4 - Scarpe da calcetto con tacchetti - ares red/stream,"249,99","249,99",https://www.zalando.it/under-armour-magnetico-elite-4-fg-scarpe-da-calcetto-con-tacchetti-ares-redstream-un242a0nc-g11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,SONIC 7 - Scarpe da camminata - halo gray,"120,00","120,00",https://www.zalando.it/under-armour-scarpe-da-camminata-halo-gray-un242a0oq-c11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,COURT 96 - Scarpe da allenamento - white,"100,00","100,00",https://www.zalando.it/under-armour-court-scarpe-da-allenamento-white-un242a0mk-a12.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO ELITE 4 FG - Scarpe da calcetto con tacchetti - black,"209,96","249,95",https://www.zalando.it/under-armour-stivaletti-con-la-zeppa-black-un242a0nq-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO PRO 4 - Scarpe da calcetto con tacchetti - silica green/high vis yellow,"139,99","139,99",https://www.zalando.it/under-armour-magnetico-pro-4-scarpe-da-calcetto-con-tacchetti-silica-greenhigh-vis-yellow-un242a0ml-m11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - black,"71,91","79,90",https://www.zalando.it/under-armour-performance-lockdown-scarpe-da-basket-black-un244a02y-q13.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,COURT 96 - Scarpe da allenamento - white,"69,99","99,99",https://www.zalando.it/under-armour-sport-court-96-scarpe-da-allenamento-white-un242a0mk-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,SPEEDFORM GEMINI - Scarpe da corsa su strada - white,"130,00","130,00",https://www.zalando.it/under-armour-scarpe-da-allenamento-white-un244a03b-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - black,"90,90","90,90",https://www.zalando.it/under-armour-performance-lockdown-scarpe-da-basket-black-un244a02y-q14.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,695 - Scarponi da montagna - black,"130,00","130,00",https://www.zalando.it/under-armour-scarponi-da-montagna-black-un244a031-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,MAGNETICO ELITE 3 FG - Scarpe da calcio con tacchetti - purple,"209,97","249,95",https://www.zalando.it/under-armour-magnetico-elite-3-fg-scarpe-da-calcio-con-tacchetti-purple-un244a02u-i11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE - Scarpe da corsa su strada - white/midnight navy,"79,97","100,00",https://www.zalando.it/under-armour-infinite-scarpe-running-neutre-whitemidnight-navy-un242a0mg-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - castlerock/anthracite/horizon blue,"79,97","100,00",https://www.zalando.it/under-armour-charged-bandit-tr-3-scarpe-da-trail-running-castlerockanthracitehorizon-blue-un242a0mi-c11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CHARGED BANDIT TR 3 - Scarpe da trail running - black/anthracite/morph green,"59,99","99,99",https://www.zalando.it/under-armour-scarpe-da-trail-running-blackanthracitemorph-green-un242a0mi-q13.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,FAT TIRE VENTURE PRO UNISEX - Scarpe da allenamento - black/white,"69,99","139,99",https://www.zalando.it/under-armour-fat-tire-venture-pro-scarpe-da-allenamento-blackwhite-un242a0m7-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,VELOCITI 4 - Scarpe da corsa su strada - halo gray,"77,97","130,00",https://www.zalando.it/under-armour-scarpe-running-neutre-halo-gray-un242a0o5-c11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,LOCKDOWN 7 - Scarpe da basket - white,"75,00","75,00",https://www.zalando.it/under-armour-performance-lockdown-scarpe-da-basket-white-un244a02y-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO - Scarpe da corsa su strada - cardinal,"77,97","130,00",https://www.zalando.it/under-armour-infinite-pro-scarpe-running-neutre-cardinal-un242a0ld-g11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da corsa su strada - morph green,"95,97","160,00",https://www.zalando.it/under-armour-scarpe-running-neutre-morph-green-un242a0n1-m11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,FLOW FUTR X 4 - Scarpe da basket - black/white,"101,99","119,99",https://www.zalando.it/under-armour-scarpe-da-basket-blackwhite-un242a0mp-q11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,CURRY 11 MOUTHGUARD - Scarpe da basket - sky blue,"170,00","170,00",https://www.zalando.it/under-armour-scarpe-da-basket-sky-blue-un244a02w-k11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,JET '23 - Scarpe da basket - black,"52,00","65,00",https://www.zalando.it/under-armour-performance-gs-jet-23-scarpe-da-basket-black-un243a04a-q13.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da corsa su strada - white distant gray halo gray,"95,97","160,00",https://www.zalando.it/under-armour-scarpe-running-neutre-white-distant-gray-halo-gray-un242a0n1-a11.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,INFINITE PRO - Scarpe da corsa su strada - summit white,"77,97","130,00",https://www.zalando.it/under-armour-infinite-pro-scarpe-running-neutre-summit-white-un242a0ld-a13.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,Scarpe da corsa su strada - white,"95,97","160,00",https://www.zalando.it/under-armour-scarpe-running-neutre-white-un242a0n1-a12.html
Scarpini Sportivi Under Armour,UNDER ARMOUR,APPARITION - Scarpe da allenamento - coyote/coyote brown/black,"64,99","129,99",https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-coyotecoyote-brownblack-un244a02e-o11.html
